"phenotype_id","version_id","phenotype_name","type","author","owner","tags","collections","clinical_terminologies","data_sources","versions"
"PH664","1328","Thyroid Function Test (M2)","Biomarker","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1328, 'version_name': 'Thyroid Function Test (M2)', 'version_date': '2021-10-06T16:29:11.605460Z', 'is_published': True, 'is_latest': True}]"
"PH665","1330","Lft Fbc (M3)","Biomarker","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1330, 'version_name': 'Lft Fbc (M3)', 'version_date': '2021-10-06T16:29:13.859256Z', 'is_published': True, 'is_latest': True}]"
"PH666","1332","Methotrexate (M3)","Drug","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'GPRD product codes', 'id': 14}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1332, 'version_name': 'Methotrexate (M3)', 'version_date': '2021-10-06T16:29:15.807726Z', 'is_published': True, 'is_latest': True}]"
"PH667","1334","Li Level (M4)","Biomarker","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1334, 'version_name': 'Li Level (M4)', 'version_date': '2021-10-06T16:29:17.034766Z', 'is_published': True, 'is_latest': True}]"
"PH668","1336","Lithium (M4)","Drug","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'GPRD product codes', 'id': 14}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1336, 'version_name': 'Lithium (M4)', 'version_date': '2021-10-06T16:29:18.378098Z', 'is_published': True, 'is_latest': True}]"
"PH669","1338","International Normalized Ratio (M5)","Biomarker","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1338, 'version_name': 'International Normalized Ratio (M5)', 'version_date': '2021-10-06T16:29:19.557666Z', 'is_published': True, 'is_latest': True}]"
"PH670","1340","NSAID","Drug","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'GPRD product codes', 'id': 14}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1340, 'version_name': 'NSAID', 'version_date': '2021-10-06T16:29:26.946582Z', 'is_published': True, 'is_latest': True}]"
"PH671","1342","Antipsychotics (P13)","Drug","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'GPRD product codes', 'id': 14}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1342, 'version_name': 'Antipsychotics (P13)', 'version_date': '2021-10-06T16:29:32.652861Z', 'is_published': True, 'is_latest': True}]"
"PH672","1344","Dementia (P13)","Disease or Syndrome","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1344, 'version_name': 'Dementia (P13)', 'version_date': '2021-10-06T16:29:34.671061Z', 'is_published': True, 'is_latest': True}]"
"PH673","1346","Psychosis (P13)","Disease or Syndrome","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1346, 'version_name': 'Psychosis (P13)', 'version_date': '2021-10-06T16:29:38.319434Z', 'is_published': True, 'is_latest': True}]"
"PH674","1348","Thrombosis (P16)","Disease or Syndrome","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1348, 'version_name': 'Thrombosis (P16)', 'version_date': '2021-10-06T16:29:41.988828Z', 'is_published': True, 'is_latest': True}]"
"PH675","1350","Body Mass Index (P17)","Biomarker","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1350, 'version_name': 'Body Mass Index (P17)', 'version_date': '2021-10-06T16:29:43.177237Z', 'is_published': True, 'is_latest': True}]"
"PH676","1352","Current Smoker (P18)","Biomarker","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1352, 'version_name': 'Current Smoker (P18)', 'version_date': '2021-10-06T16:29:44.480535Z', 'is_published': True, 'is_latest': True}]"
"PH677","1354","Smoking Status (P18)","Lifestyle Risk Factor","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1354, 'version_name': 'Smoking Status (P18)', 'version_date': '2021-10-06T16:29:46.021108Z', 'is_published': True, 'is_latest': True}]"
"PH678","1356","Breast Cancer Gene (P19)","Disease or Syndrome","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1356, 'version_name': 'Breast Cancer Gene (P19)', 'version_date': '2021-10-06T16:29:47.390515Z', 'is_published': True, 'is_latest': True}]"
"PH679","1358","HRT Oestrogens (P19)","Drug","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'GPRD product codes', 'id': 14}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1358, 'version_name': 'HRT Oestrogens (P19)', 'version_date': '2021-10-06T16:29:50.673861Z', 'is_published': True, 'is_latest': True}]"
"PH680","1360","Asthma (P1)","Disease or Syndrome","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1360, 'version_name': 'Asthma (P1)', 'version_date': '2021-10-06T16:29:52.100583Z', 'is_published': True, 'is_latest': True}]"
"PH681","1362","Betablockers (P1)","Drug","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'GPRD product codes', 'id': 14}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1362, 'version_name': 'Betablockers (P1)', 'version_date': '2021-10-06T16:29:58.288280Z', 'is_published': True, 'is_latest': True}]"
"PH682","1364","Labaics (P2)","Drug","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'GPRD product codes', 'id': 14}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1364, 'version_name': 'Labaics (P2)', 'version_date': '2021-10-06T16:30:03.232496Z', 'is_published': True, 'is_latest': True}]"
"PH683","1366","Clopidogrel (P3)","Drug","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'GPRD product codes', 'id': 14}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1366, 'version_name': 'Clopidogrel (P3)', 'version_date': '2021-10-06T16:30:04.491522Z', 'is_published': True, 'is_latest': True}]"
"PH684","1368","Aspirin (P3_P11)","Drug","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'GPRD product codes', 'id': 14}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1368, 'version_name': 'Aspirin (P3_P11)', 'version_date': '2021-10-06T16:30:07.981645Z', 'is_published': True, 'is_latest': True}]"
"PH685","1370","Peptic (P3)","Disease or Syndrome","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1370, 'version_name': 'Peptic (P3)', 'version_date': '2021-10-06T16:30:10.416769Z', 'is_published': True, 'is_latest': True}]"
"PH686","1372","Glitazone (P5)","Drug","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'GPRD product codes', 'id': 14}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1372, 'version_name': 'Glitazone (P5)', 'version_date': '2021-10-06T16:30:11.970850Z', 'is_published': True, 'is_latest': True}]"
"PH687","1374","Heart Failure (P5)","Disease or Syndrome","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1374, 'version_name': 'Heart Failure (P5)', 'version_date': '2021-10-06T16:30:13.276614Z', 'is_published': True, 'is_latest': True}]"
"PH688","1376","Metformin (P8)","Drug","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'GPRD product codes', 'id': 14}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1376, 'version_name': 'Metformin (P8)', 'version_date': '2021-10-06T16:30:15.234089Z', 'is_published': True, 'is_latest': True}]"
"PH689","1378","Digoxin (P9)","Drug","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'GPRD product codes', 'id': 14}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1378, 'version_name': 'Digoxin (P9)', 'version_date': '2021-10-06T16:30:16.665306Z', 'is_published': True, 'is_latest': True}]"
"PH690","1380","Psychosis (P13)","Disease or Syndrome","S Jill Stocks, Evangelos Kontopantelis, Roger T Webb, Anthony J Avery, Alistair Burns, Darren M Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1380, 'version_name': 'Psychosis (P13)', 'version_date': '2021-10-06T16:30:20.473830Z', 'is_published': True, 'is_latest': True}]"
"PH691","1382","Warfarin","Drug","S Jill Stocks, Evangelos Kontopantelis, Artur Akbarov, Sarah Rodgers, Anthony J Avery, Darren M Aschroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'GPRD product codes', 'id': 14}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1382, 'version_name': 'Warfarin', 'version_date': '2021-10-06T16:30:22.095324Z', 'is_published': True, 'is_latest': True}]"
"PH692","1384","Case Definition for Alcohol Dependence","Lifestyle Risk Factor","Andrew Thompson, Darren M Ashcroft, Lynn Owens, Tjeerd P Van Staa, Munir Pirmohamed","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1384, 'version_name': 'Case Definition for Alcohol Dependence', 'version_date': '2021-10-06T16:30:23.638173Z', 'is_published': True, 'is_latest': True}]"
"PH693","1386","Psychosocial Support","Lifestyle Risk Factor","Andrew Thompson, Darren M Ashcroft, Lynn Owens, Tjeerd P Van Staa, Munir Pirmohamed","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1386, 'version_name': 'Psychosocial Support', 'version_date': '2021-10-06T16:30:24.937440Z', 'is_published': True, 'is_latest': True}]"
"PH694","1388","Anxiety","Disease or Syndrome","K Windfuhr, D While, N Kapur, D M Ashcroft, E Kontopantelis, M J Carr, J Shaw, L Applyby, R T Webb","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1388, 'version_name': 'Anxiety', 'version_date': '2021-10-06T16:30:28.860466Z', 'is_published': True, 'is_latest': True}]"
"PH695","1390","Anxiolitics","Drug","K Windfuhr, D While, N Kapur, D M Ashcroft, E Kontopantelis, M J Carr, J Shaw, L Applyby, R T Webb","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Multilex codes', 'id': 16}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1390, 'version_name': 'Anxiolitics', 'version_date': '2021-10-06T16:30:30.308283Z', 'is_published': True, 'is_latest': True}]"
"PH696","1392","Atypical APDs","Drug","K Windfuhr, D While, N Kapur, D M Ashcroft, E Kontopantelis, M J Carr, J Shaw, L Applyby, R T Webb","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Multilex codes', 'id': 16}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1392, 'version_name': 'Atypical APDs', 'version_date': '2021-10-06T16:30:32.939311Z', 'is_published': True, 'is_latest': True}]"
"PH697","1394","Benzodiazepines","Drug","K Windfuhr, D While, N Kapur, D M Ashcroft, E Kontopantelis, M J Carr, J Shaw, L Applyby, R T Webb","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Multilex codes', 'id': 16}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1394, 'version_name': 'Benzodiazepines', 'version_date': '2021-10-06T16:30:36.309914Z', 'is_published': True, 'is_latest': True}]"
"PH698","1396","Bipolar Disorder","Disease or Syndrome","K Windfuhr, D While, N Kapur, D M Ashcroft, E Kontopantelis, M J Carr, J Shaw, L Applyby, R T Webb","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1396, 'version_name': 'Bipolar Disorder', 'version_date': '2021-10-06T16:30:38.348759Z', 'is_published': True, 'is_latest': True}]"
"PH699","1398","Depot APDs","Drug","K Windfuhr, D While, N Kapur, D M Ashcroft, E Kontopantelis, M J Carr, J Shaw, L Applyby, R T Webb","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Multilex codes', 'id': 16}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1398, 'version_name': 'Depot APDs', 'version_date': '2021-10-06T16:30:39.957006Z', 'is_published': True, 'is_latest': True}]"
"PH700","1400","Depression","Disease or Syndrome","K Windfuhr, D While, N Kapur, D M Ashcroft, E Kontopantelis, M J Carr, J Shaw, L Applyby, R T Webb","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1400, 'version_name': 'Depression', 'version_date': '2021-10-06T16:30:42.021120Z', 'is_published': True, 'is_latest': True}]"
